sira,durum,mode,sure,exit_code,test_path,expect_path,expected_compact,actual_compact,raw_log,program_output,message
1,UYUSMAZ,compact,5.939,0,uxm\tests\all_expected_known\0001__s10_STAGE10_hotfix1__uxm_tests_fp_test_fp01_add_int__18c1725f7c.uxm,uxm\tests\all_expected_known\0001__s10_STAGE10_hotfix1__uxm_tests_fp_test_fp01_add_int__18c1725f7c.expect,#source:embedded_EXPECT_OUTPUT46.0000000000000000,46.0000000000000000,sonuclar_hatali\kosu_20260510_204724\loglar\0001_0001__s10_STAGE10_hotfix1__uxm_tests_fp_test_fp01_add_int__18c1725f7c.raw.log,sonuclar_hatali\kosu_20260510_204724\program_ciktilari\0001_0001__s10_STAGE10_hotfix1__uxm_tests_fp_test_fp01_add_int__18c1725f7c.txt,compact
