unique_id,expect_path,old_compact,new_compact,source_folder
0484__s17_STAGE17_test_framework__uxm_tests_stage17_test_s17_expect_multiline__395682003c,uxm/tests/all_expected_known/0484__s17_STAGE17_test_framework__uxm_tests_stage17_test_s17_expect_multiline__395682003c.expect,#mode:exact#exit_code:0#source:sibling_expect3042,3042,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0391_0484__s17_STAGE17_test_framework__uxm_tests_stage17_test_s17_expect_multiline__395682003c
0936__s01_STAGE1__uxm_tests_math_test_math04_expr_rpn_eval__2f2f641449,uxm/tests/all_expected_known/0936__s01_STAGE1__uxm_tests_math_test_math04_expr_rpn_eval__2f2f641449.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT12,0,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0442_0936__s01_STAGE1__uxm_tests_math_test_math04_expr_rpn_eval__2f2f641449
0937__s01_STAGE1__uxm_tests_math_test_math05_num_deriv__191a99caff,uxm/tests/all_expected_known/0937__s01_STAGE1__uxm_tests_math_test_math05_num_deriv__191a99caff.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT10,0,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0443_0937__s01_STAGE1__uxm_tests_math_test_math05_num_deriv__191a99caff
0938__s01_STAGE1__uxm_tests_math_test_math06_integral_trap__f9df1f263f,uxm/tests/all_expected_known/0938__s01_STAGE1__uxm_tests_math_test_math06_integral_trap__f9df1f263f.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT50,0,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0444_0938__s01_STAGE1__uxm_tests_math_test_math06_integral_trap__f9df1f263f
0939__s01_STAGE1__uxm_tests_math_test_math07_integral_simpson__7adae488ba,uxm/tests/all_expected_known/0939__s01_STAGE1__uxm_tests_math_test_math07_integral_simpson__7adae488ba.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT72,0,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0445_0939__s01_STAGE1__uxm_tests_math_test_math07_integral_simpson__7adae488ba
0940__s01_STAGE1__uxm_tests_matrix_tmp_det_debug__e17f820639,uxm/tests/all_expected_known/0940__s01_STAGE1__uxm_tests_matrix_tmp_det_debug__e17f820639.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT-2,[12][34]-2,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0446_0940__s01_STAGE1__uxm_tests_matrix_tmp_det_debug__e17f820639
0957__s01_STAGE1__uxm_tests_native_test13_status_div_zero__207d72a375,uxm/tests/all_expected_known/0957__s01_STAGE1__uxm_tests_native_test13_status_div_zero__207d72a375.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT15,0,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0458_0957__s01_STAGE1__uxm_tests_native_test13_status_div_zero__207d72a375
0958__s01_STAGE1__uxm_tests_native_test14_branch_current_zero__0d0730bdf5,uxm/tests/all_expected_known/0958__s01_STAGE1__uxm_tests_native_test14_branch_current_zero__0d0730bdf5.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT8,B,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0459_0958__s01_STAGE1__uxm_tests_native_test14_branch_current_zero__0d0730bdf5
0959__s01_STAGE1__uxm_tests_native_test15_branch_nonzero__b96e692ead,uxm/tests/all_expected_known/0959__s01_STAGE1__uxm_tests_native_test15_branch_nonzero__b96e692ead.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT8,B,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0460_0959__s01_STAGE1__uxm_tests_native_test15_branch_nonzero__b96e692ead
1013__s02_STAGE2_memory__uxm_tests_math_test_math04_expr_rpn_eval__2f2f641449,uxm/tests/all_expected_known/1013__s02_STAGE2_memory__uxm_tests_math_test_math04_expr_rpn_eval__2f2f641449.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT12,0,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0510_1013__s02_STAGE2_memory__uxm_tests_math_test_math04_expr_rpn_eval__2f2f641449
1014__s02_STAGE2_memory__uxm_tests_math_test_math05_num_deriv__191a99caff,uxm/tests/all_expected_known/1014__s02_STAGE2_memory__uxm_tests_math_test_math05_num_deriv__191a99caff.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT10,0,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0511_1014__s02_STAGE2_memory__uxm_tests_math_test_math05_num_deriv__191a99caff
1015__s02_STAGE2_memory__uxm_tests_math_test_math06_integral_trap__f9df1f263f,uxm/tests/all_expected_known/1015__s02_STAGE2_memory__uxm_tests_math_test_math06_integral_trap__f9df1f263f.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT50,0,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0512_1015__s02_STAGE2_memory__uxm_tests_math_test_math06_integral_trap__f9df1f263f
1016__s02_STAGE2_memory__uxm_tests_math_test_math07_integral_simpson__7adae488ba,uxm/tests/all_expected_known/1016__s02_STAGE2_memory__uxm_tests_math_test_math07_integral_simpson__7adae488ba.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT72,0,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0513_1016__s02_STAGE2_memory__uxm_tests_math_test_math07_integral_simpson__7adae488ba
1017__s02_STAGE2_memory__uxm_tests_matrix_tmp_det_debug__e17f820639,uxm/tests/all_expected_known/1017__s02_STAGE2_memory__uxm_tests_matrix_tmp_det_debug__e17f820639.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT-2,[12][34]-2,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0514_1017__s02_STAGE2_memory__uxm_tests_matrix_tmp_det_debug__e17f820639
1034__s02_STAGE2_memory__uxm_tests_native_test13_status_div_zero__207d72a375,uxm/tests/all_expected_known/1034__s02_STAGE2_memory__uxm_tests_native_test13_status_div_zero__207d72a375.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT15,0,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0526_1034__s02_STAGE2_memory__uxm_tests_native_test13_status_div_zero__207d72a375
1035__s02_STAGE2_memory__uxm_tests_native_test14_branch_current_zero__0d0730bdf5,uxm/tests/all_expected_known/1035__s02_STAGE2_memory__uxm_tests_native_test14_branch_current_zero__0d0730bdf5.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT8,B,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0527_1035__s02_STAGE2_memory__uxm_tests_native_test14_branch_current_zero__0d0730bdf5
1036__s02_STAGE2_memory__uxm_tests_native_test15_branch_nonzero__b96e692ead,uxm/tests/all_expected_known/1036__s02_STAGE2_memory__uxm_tests_native_test15_branch_nonzero__b96e692ead.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT8,B,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0528_1036__s02_STAGE2_memory__uxm_tests_native_test15_branch_nonzero__b96e692ead
1090__s03_STAGE3_memory_policy__uxm_tests_math_test_math04_expr_rpn_eval__2f2f641449,uxm/tests/all_expected_known/1090__s03_STAGE3_memory_policy__uxm_tests_math_test_math04_expr_rpn_eval__2f2f641449.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT12,0,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0578_1090__s03_STAGE3_memory_policy__uxm_tests_math_test_math04_expr_rpn_eval__2f2f641449
1091__s03_STAGE3_memory_policy__uxm_tests_math_test_math05_num_deriv__191a99caff,uxm/tests/all_expected_known/1091__s03_STAGE3_memory_policy__uxm_tests_math_test_math05_num_deriv__191a99caff.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT10,0,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0579_1091__s03_STAGE3_memory_policy__uxm_tests_math_test_math05_num_deriv__191a99caff
1092__s03_STAGE3_memory_policy__uxm_tests_math_test_math06_integral_trap__f9df1f263f,uxm/tests/all_expected_known/1092__s03_STAGE3_memory_policy__uxm_tests_math_test_math06_integral_trap__f9df1f263f.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT50,0,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0580_1092__s03_STAGE3_memory_policy__uxm_tests_math_test_math06_integral_trap__f9df1f263f
1093__s03_STAGE3_memory_policy__uxm_tests_math_test_math07_integral_simpson__7adae488ba,uxm/tests/all_expected_known/1093__s03_STAGE3_memory_policy__uxm_tests_math_test_math07_integral_simpson__7adae488ba.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT72,0,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0581_1093__s03_STAGE3_memory_policy__uxm_tests_math_test_math07_integral_simpson__7adae488ba
1094__s03_STAGE3_memory_policy__uxm_tests_matrix_tmp_det_debug__e17f820639,uxm/tests/all_expected_known/1094__s03_STAGE3_memory_policy__uxm_tests_matrix_tmp_det_debug__e17f820639.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT-2,[12][34]-2,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0582_1094__s03_STAGE3_memory_policy__uxm_tests_matrix_tmp_det_debug__e17f820639
1111__s03_STAGE3_memory_policy__uxm_tests_native_test13_status_div_zero__207d72a375,uxm/tests/all_expected_known/1111__s03_STAGE3_memory_policy__uxm_tests_native_test13_status_div_zero__207d72a375.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT15,0,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0594_1111__s03_STAGE3_memory_policy__uxm_tests_native_test13_status_div_zero__207d72a375
1112__s03_STAGE3_memory_policy__uxm_tests_native_test14_branch_current_zero__0d0730bdf5,uxm/tests/all_expected_known/1112__s03_STAGE3_memory_policy__uxm_tests_native_test14_branch_current_zero__0d0730bdf5.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT8,B,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0595_1112__s03_STAGE3_memory_policy__uxm_tests_native_test14_branch_current_zero__0d0730bdf5
1113__s03_STAGE3_memory_policy__uxm_tests_native_test15_branch_nonzero__b96e692ead,uxm/tests/all_expected_known/1113__s03_STAGE3_memory_policy__uxm_tests_native_test15_branch_nonzero__b96e692ead.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT8,B,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0596_1113__s03_STAGE3_memory_policy__uxm_tests_native_test15_branch_nonzero__b96e692ead
1167__s04_STAGE4_string_v1__uxm_tests_math_test_math04_expr_rpn_eval__2f2f641449,uxm/tests/all_expected_known/1167__s04_STAGE4_string_v1__uxm_tests_math_test_math04_expr_rpn_eval__2f2f641449.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT12,0,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0646_1167__s04_STAGE4_string_v1__uxm_tests_math_test_math04_expr_rpn_eval__2f2f641449
1168__s04_STAGE4_string_v1__uxm_tests_math_test_math05_num_deriv__191a99caff,uxm/tests/all_expected_known/1168__s04_STAGE4_string_v1__uxm_tests_math_test_math05_num_deriv__191a99caff.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT10,0,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0647_1168__s04_STAGE4_string_v1__uxm_tests_math_test_math05_num_deriv__191a99caff
1169__s04_STAGE4_string_v1__uxm_tests_math_test_math06_integral_trap__f9df1f263f,uxm/tests/all_expected_known/1169__s04_STAGE4_string_v1__uxm_tests_math_test_math06_integral_trap__f9df1f263f.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT50,0,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0648_1169__s04_STAGE4_string_v1__uxm_tests_math_test_math06_integral_trap__f9df1f263f
1170__s04_STAGE4_string_v1__uxm_tests_math_test_math07_integral_simpson__7adae488ba,uxm/tests/all_expected_known/1170__s04_STAGE4_string_v1__uxm_tests_math_test_math07_integral_simpson__7adae488ba.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT72,0,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0649_1170__s04_STAGE4_string_v1__uxm_tests_math_test_math07_integral_simpson__7adae488ba
1171__s04_STAGE4_string_v1__uxm_tests_matrix_tmp_det_debug__e17f820639,uxm/tests/all_expected_known/1171__s04_STAGE4_string_v1__uxm_tests_matrix_tmp_det_debug__e17f820639.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT-2,[12][34]-2,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0650_1171__s04_STAGE4_string_v1__uxm_tests_matrix_tmp_det_debug__e17f820639
1188__s04_STAGE4_string_v1__uxm_tests_native_test13_status_div_zero__207d72a375,uxm/tests/all_expected_known/1188__s04_STAGE4_string_v1__uxm_tests_native_test13_status_div_zero__207d72a375.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT15,0,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0662_1188__s04_STAGE4_string_v1__uxm_tests_native_test13_status_div_zero__207d72a375
1189__s04_STAGE4_string_v1__uxm_tests_native_test14_branch_current_zero__0d0730bdf5,uxm/tests/all_expected_known/1189__s04_STAGE4_string_v1__uxm_tests_native_test14_branch_current_zero__0d0730bdf5.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT8,B,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0663_1189__s04_STAGE4_string_v1__uxm_tests_native_test14_branch_current_zero__0d0730bdf5
1190__s04_STAGE4_string_v1__uxm_tests_native_test15_branch_nonzero__b96e692ead,uxm/tests/all_expected_known/1190__s04_STAGE4_string_v1__uxm_tests_native_test15_branch_nonzero__b96e692ead.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT8,B,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0664_1190__s04_STAGE4_string_v1__uxm_tests_native_test15_branch_nonzero__b96e692ead
1247__s05_STAGE5_file_v1__uxm_tests_math_test_math04_expr_rpn_eval__2f2f641449,uxm/tests/all_expected_known/1247__s05_STAGE5_file_v1__uxm_tests_math_test_math04_expr_rpn_eval__2f2f641449.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT12,0,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0714_1247__s05_STAGE5_file_v1__uxm_tests_math_test_math04_expr_rpn_eval__2f2f641449
1248__s05_STAGE5_file_v1__uxm_tests_math_test_math05_num_deriv__191a99caff,uxm/tests/all_expected_known/1248__s05_STAGE5_file_v1__uxm_tests_math_test_math05_num_deriv__191a99caff.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT10,0,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0715_1248__s05_STAGE5_file_v1__uxm_tests_math_test_math05_num_deriv__191a99caff
1249__s05_STAGE5_file_v1__uxm_tests_math_test_math06_integral_trap__f9df1f263f,uxm/tests/all_expected_known/1249__s05_STAGE5_file_v1__uxm_tests_math_test_math06_integral_trap__f9df1f263f.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT50,0,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0716_1249__s05_STAGE5_file_v1__uxm_tests_math_test_math06_integral_trap__f9df1f263f
1250__s05_STAGE5_file_v1__uxm_tests_math_test_math07_integral_simpson__7adae488ba,uxm/tests/all_expected_known/1250__s05_STAGE5_file_v1__uxm_tests_math_test_math07_integral_simpson__7adae488ba.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT72,0,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0717_1250__s05_STAGE5_file_v1__uxm_tests_math_test_math07_integral_simpson__7adae488ba
1251__s05_STAGE5_file_v1__uxm_tests_matrix_tmp_det_debug__e17f820639,uxm/tests/all_expected_known/1251__s05_STAGE5_file_v1__uxm_tests_matrix_tmp_det_debug__e17f820639.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT-2,[12][34]-2,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0718_1251__s05_STAGE5_file_v1__uxm_tests_matrix_tmp_det_debug__e17f820639
1268__s05_STAGE5_file_v1__uxm_tests_native_test13_status_div_zero__207d72a375,uxm/tests/all_expected_known/1268__s05_STAGE5_file_v1__uxm_tests_native_test13_status_div_zero__207d72a375.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT15,0,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0730_1268__s05_STAGE5_file_v1__uxm_tests_native_test13_status_div_zero__207d72a375
1269__s05_STAGE5_file_v1__uxm_tests_native_test14_branch_current_zero__0d0730bdf5,uxm/tests/all_expected_known/1269__s05_STAGE5_file_v1__uxm_tests_native_test14_branch_current_zero__0d0730bdf5.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT8,B,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0731_1269__s05_STAGE5_file_v1__uxm_tests_native_test14_branch_current_zero__0d0730bdf5
1270__s05_STAGE5_file_v1__uxm_tests_native_test15_branch_nonzero__b96e692ead,uxm/tests/all_expected_known/1270__s05_STAGE5_file_v1__uxm_tests_native_test15_branch_nonzero__b96e692ead.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT8,B,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0732_1270__s05_STAGE5_file_v1__uxm_tests_native_test15_branch_nonzero__b96e692ead
1330__s06_STAGE6_string_v2__uxm_tests_math_test_math04_expr_rpn_eval__2f2f641449,uxm/tests/all_expected_known/1330__s06_STAGE6_string_v2__uxm_tests_math_test_math04_expr_rpn_eval__2f2f641449.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT12,0,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0782_1330__s06_STAGE6_string_v2__uxm_tests_math_test_math04_expr_rpn_eval__2f2f641449
1331__s06_STAGE6_string_v2__uxm_tests_math_test_math05_num_deriv__191a99caff,uxm/tests/all_expected_known/1331__s06_STAGE6_string_v2__uxm_tests_math_test_math05_num_deriv__191a99caff.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT10,0,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0783_1331__s06_STAGE6_string_v2__uxm_tests_math_test_math05_num_deriv__191a99caff
1332__s06_STAGE6_string_v2__uxm_tests_math_test_math06_integral_trap__f9df1f263f,uxm/tests/all_expected_known/1332__s06_STAGE6_string_v2__uxm_tests_math_test_math06_integral_trap__f9df1f263f.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT50,0,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0784_1332__s06_STAGE6_string_v2__uxm_tests_math_test_math06_integral_trap__f9df1f263f
1333__s06_STAGE6_string_v2__uxm_tests_math_test_math07_integral_simpson__7adae488ba,uxm/tests/all_expected_known/1333__s06_STAGE6_string_v2__uxm_tests_math_test_math07_integral_simpson__7adae488ba.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT72,0,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0785_1333__s06_STAGE6_string_v2__uxm_tests_math_test_math07_integral_simpson__7adae488ba
1334__s06_STAGE6_string_v2__uxm_tests_matrix_tmp_det_debug__e17f820639,uxm/tests/all_expected_known/1334__s06_STAGE6_string_v2__uxm_tests_matrix_tmp_det_debug__e17f820639.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT-2,[12][34]-2,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0786_1334__s06_STAGE6_string_v2__uxm_tests_matrix_tmp_det_debug__e17f820639
1351__s06_STAGE6_string_v2__uxm_tests_native_test13_status_div_zero__207d72a375,uxm/tests/all_expected_known/1351__s06_STAGE6_string_v2__uxm_tests_native_test13_status_div_zero__207d72a375.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT15,0,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0798_1351__s06_STAGE6_string_v2__uxm_tests_native_test13_status_div_zero__207d72a375
1352__s06_STAGE6_string_v2__uxm_tests_native_test14_branch_current_zero__0d0730bdf5,uxm/tests/all_expected_known/1352__s06_STAGE6_string_v2__uxm_tests_native_test14_branch_current_zero__0d0730bdf5.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT8,B,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0799_1352__s06_STAGE6_string_v2__uxm_tests_native_test14_branch_current_zero__0d0730bdf5
1353__s06_STAGE6_string_v2__uxm_tests_native_test15_branch_nonzero__b96e692ead,uxm/tests/all_expected_known/1353__s06_STAGE6_string_v2__uxm_tests_native_test15_branch_nonzero__b96e692ead.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT8,B,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0800_1353__s06_STAGE6_string_v2__uxm_tests_native_test15_branch_nonzero__b96e692ead
1417__s07_STAGE7_bio_v1__uxm_tests_math_test_math04_expr_rpn_eval__2f2f641449,uxm/tests/all_expected_known/1417__s07_STAGE7_bio_v1__uxm_tests_math_test_math04_expr_rpn_eval__2f2f641449.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT12,0,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0850_1417__s07_STAGE7_bio_v1__uxm_tests_math_test_math04_expr_rpn_eval__2f2f641449
1418__s07_STAGE7_bio_v1__uxm_tests_math_test_math05_num_deriv__191a99caff,uxm/tests/all_expected_known/1418__s07_STAGE7_bio_v1__uxm_tests_math_test_math05_num_deriv__191a99caff.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT10,0,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0851_1418__s07_STAGE7_bio_v1__uxm_tests_math_test_math05_num_deriv__191a99caff
1419__s07_STAGE7_bio_v1__uxm_tests_math_test_math06_integral_trap__f9df1f263f,uxm/tests/all_expected_known/1419__s07_STAGE7_bio_v1__uxm_tests_math_test_math06_integral_trap__f9df1f263f.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT50,0,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0852_1419__s07_STAGE7_bio_v1__uxm_tests_math_test_math06_integral_trap__f9df1f263f
1420__s07_STAGE7_bio_v1__uxm_tests_math_test_math07_integral_simpson__7adae488ba,uxm/tests/all_expected_known/1420__s07_STAGE7_bio_v1__uxm_tests_math_test_math07_integral_simpson__7adae488ba.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT72,0,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0853_1420__s07_STAGE7_bio_v1__uxm_tests_math_test_math07_integral_simpson__7adae488ba
1421__s07_STAGE7_bio_v1__uxm_tests_matrix_tmp_det_debug__e17f820639,uxm/tests/all_expected_known/1421__s07_STAGE7_bio_v1__uxm_tests_matrix_tmp_det_debug__e17f820639.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT-2,[12][34]-2,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0854_1421__s07_STAGE7_bio_v1__uxm_tests_matrix_tmp_det_debug__e17f820639
1438__s07_STAGE7_bio_v1__uxm_tests_native_test13_status_div_zero__207d72a375,uxm/tests/all_expected_known/1438__s07_STAGE7_bio_v1__uxm_tests_native_test13_status_div_zero__207d72a375.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT15,0,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0866_1438__s07_STAGE7_bio_v1__uxm_tests_native_test13_status_div_zero__207d72a375
1439__s07_STAGE7_bio_v1__uxm_tests_native_test14_branch_current_zero__0d0730bdf5,uxm/tests/all_expected_known/1439__s07_STAGE7_bio_v1__uxm_tests_native_test14_branch_current_zero__0d0730bdf5.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT8,B,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0867_1439__s07_STAGE7_bio_v1__uxm_tests_native_test14_branch_current_zero__0d0730bdf5
1440__s07_STAGE7_bio_v1__uxm_tests_native_test15_branch_nonzero__b96e692ead,uxm/tests/all_expected_known/1440__s07_STAGE7_bio_v1__uxm_tests_native_test15_branch_nonzero__b96e692ead.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT8,B,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0868_1440__s07_STAGE7_bio_v1__uxm_tests_native_test15_branch_nonzero__b96e692ead
1507__s08_STAGE8_statistics_v1__uxm_tests_math_test_math04_expr_rpn_eval__2f2f641449,uxm/tests/all_expected_known/1507__s08_STAGE8_statistics_v1__uxm_tests_math_test_math04_expr_rpn_eval__2f2f641449.expect,#mode:compact#exit_code:0#source:embedded_EXPECT_OUTPUT12,0,C:\Users\mete\Downloads\1\UXMv33\expected_results_v2\all_expected_v2_20260510_073624\mismatches\0918_1507__s08_STAGE8_statistics_v1__uxm_tests_math_test_math04_expr_rpn_eval__2f2f641449
