index,status,mode,seconds,return_code,test_path,expect_path,unique_id,expected_compact,actual_compact,message,raw_log,program_log,source
74,UYUSMAZ,compact,5.5418,0,uxm\tests\all_expected_known\0088__s10_STAGE10_hotfix1__uxm_tests_v33_test_v33_numeric_poly_integral__dad9497505.uxm,uxm\tests\all_expected_known\0088__s10_STAGE10_hotfix1__uxm_tests_v33_test_v33_numeric_poly_integral__dad9497505.expect,0088__s10_STAGE10_hotfix1__uxm_tests_v33_test_v33_numeric_poly_integral__dad9497505,9000000andabout2660000/2666666dependingn/rounding,90000002680000,compact,expected_results_v2\all_expected_v2_20260510_073624\logs\0074_0088__s10_STAGE10_hotfix1__uxm_tests_v33_test_v33_numeric_poly_integral__dad9497505.raw.log,expected_results_v2\all_expected_v2_20260510_073624\program_outputs\0074_0088__s10_STAGE10_hotfix1__uxm_tests_v33_test_v33_numeric_poly_integral__dad9497505.program.txt,UXM_V33_STAGE10_hotfix1_package
75,UYUSMAZ,compact,5.034,0,uxm\tests\all_expected_known\0089__s10_STAGE10_hotfix1__uxm_tests_v33_test_v33_probability_random__0cedf8d236.uxm,uxm\tests\all_expected_known\0089__s10_STAGE10_hotfix1__uxm_tests_v33_test_v33_probability_random__0cedf8d236.expect,0089__s10_STAGE10_hotfix1__uxm_tests_v33_test_v33_probability_random__0cedf8d236,"deterministicrandomvalues,allcompile/runsuccess",77693921720350,compact,expected_results_v2\all_expected_v2_20260510_073624\logs\0075_0089__s10_STAGE10_hotfix1__uxm_tests_v33_test_v33_probability_random__0cedf8d236.raw.log,expected_results_v2\all_expected_v2_20260510_073624\program_outputs\0075_0089__s10_STAGE10_hotfix1__uxm_tests_v33_test_v33_probability_random__0cedf8d236.program.txt,UXM_V33_STAGE10_hotfix1_package
89,UYUSMAZ,compact,5.3361,0,uxm\tests\all_expected_known\0110__s10_STAGE10_matrix_adv_tensor__uxm_tests_math_test_math04_expr_rpn_eval__2f2f641449.uxm,uxm\tests\all_expected_known\0110__s10_STAGE10_matrix_adv_tensor__uxm_tests_math_test_math04_expr_rpn_eval__2f2f641449.expect,0110__s10_STAGE10_matrix_adv_tensor__uxm_tests_math_test_math04_expr_rpn_eval__2f2f641449,12,0,compact,expected_results_v2\all_expected_v2_20260510_073624\logs\0089_0110__s10_STAGE10_matrix_adv_tensor__uxm_tests_math_test_math04_expr_rpn_eval__2f2f641449.raw.log,expected_results_v2\all_expected_v2_20260510_073624\program_outputs\0089_0110__s10_STAGE10_matrix_adv_tensor__uxm_tests_math_test_math04_expr_rpn_eval__2f2f641449.program.txt,UXM_V33_STAGE10_matrix_adv_tensor_patch_package
90,UYUSMAZ,compact,5.2858,0,uxm\tests\all_expected_known\0111__s10_STAGE10_matrix_adv_tensor__uxm_tests_math_test_math05_num_deriv__191a99caff.uxm,uxm\tests\all_expected_known\0111__s10_STAGE10_matrix_adv_tensor__uxm_tests_math_test_math05_num_deriv__191a99caff.expect,0111__s10_STAGE10_matrix_adv_tensor__uxm_tests_math_test_math05_num_deriv__191a99caff,10,0,compact,expected_results_v2\all_expected_v2_20260510_073624\logs\0090_0111__s10_STAGE10_matrix_adv_tensor__uxm_tests_math_test_math05_num_deriv__191a99caff.raw.log,expected_results_v2\all_expected_v2_20260510_073624\program_outputs\0090_0111__s10_STAGE10_matrix_adv_tensor__uxm_tests_math_test_math05_num_deriv__191a99caff.program.txt,UXM_V33_STAGE10_matrix_adv_tensor_patch_package
91,UYUSMAZ,compact,5.9168,0,uxm\tests\all_expected_known\0112__s10_STAGE10_matrix_adv_tensor__uxm_tests_math_test_math06_integral_trap__f9df1f263f.uxm,uxm\tests\all_expected_known\0112__s10_STAGE10_matrix_adv_tensor__uxm_tests_math_test_math06_integral_trap__f9df1f263f.expect,0112__s10_STAGE10_matrix_adv_tensor__uxm_tests_math_test_math06_integral_trap__f9df1f263f,50,0,compact,expected_results_v2\all_expected_v2_20260510_073624\logs\0091_0112__s10_STAGE10_matrix_adv_tensor__uxm_tests_math_test_math06_integral_trap__f9df1f263f.raw.log,expected_results_v2\all_expected_v2_20260510_073624\program_outputs\0091_0112__s10_STAGE10_matrix_adv_tensor__uxm_tests_math_test_math06_integral_trap__f9df1f263f.program.txt,UXM_V33_STAGE10_matrix_adv_tensor_patch_package
92,UYUSMAZ,compact,4.9085,0,uxm\tests\all_expected_known\0113__s10_STAGE10_matrix_adv_tensor__uxm_tests_math_test_math07_integral_simpson__7adae488ba.uxm,uxm\tests\all_expected_known\0113__s10_STAGE10_matrix_adv_tensor__uxm_tests_math_test_math07_integral_simpson__7adae488ba.expect,0113__s10_STAGE10_matrix_adv_tensor__uxm_tests_math_test_math07_integral_simpson__7adae488ba,72,0,compact,expected_results_v2\all_expected_v2_20260510_073624\logs\0092_0113__s10_STAGE10_matrix_adv_tensor__uxm_tests_math_test_math07_integral_simpson__7adae488ba.raw.log,expected_results_v2\all_expected_v2_20260510_073624\program_outputs\0092_0113__s10_STAGE10_matrix_adv_tensor__uxm_tests_math_test_math07_integral_simpson__7adae488ba.program.txt,UXM_V33_STAGE10_matrix_adv_tensor_patch_package
93,UYUSMAZ,compact,5.0156,0,uxm\tests\all_expected_known\0114__s10_STAGE10_matrix_adv_tensor__uxm_tests_matrix_tmp_det_debug__0ea11514b5.uxm,uxm\tests\all_expected_known\0114__s10_STAGE10_matrix_adv_tensor__uxm_tests_matrix_tmp_det_debug__0ea11514b5.expect,0114__s10_STAGE10_matrix_adv_tensor__uxm_tests_matrix_tmp_det_debug__0ea11514b5,-2,[12][34]-2,compact,expected_results_v2\all_expected_v2_20260510_073624\logs\0093_0114__s10_STAGE10_matrix_adv_tensor__uxm_tests_matrix_tmp_det_debug__0ea11514b5.raw.log,expected_results_v2\all_expected_v2_20260510_073624\program_outputs\0093_0114__s10_STAGE10_matrix_adv_tensor__uxm_tests_matrix_tmp_det_debug__0ea11514b5.program.txt,UXM_V33_STAGE10_matrix_adv_tensor_patch_package
105,UYUSMAZ,compact,4.9413,0,uxm\tests\all_expected_known\0131__s10_STAGE10_matrix_adv_tensor__uxm_tests_native_test13_status_div_zero__1517d0d659.uxm,uxm\tests\all_expected_known\0131__s10_STAGE10_matrix_adv_tensor__uxm_tests_native_test13_status_div_zero__1517d0d659.expect,0131__s10_STAGE10_matrix_adv_tensor__uxm_tests_native_test13_status_div_zero__1517d0d659,15,0,compact,expected_results_v2\all_expected_v2_20260510_073624\logs\0105_0131__s10_STAGE10_matrix_adv_tensor__uxm_tests_native_test13_status_div_zero__1517d0d659.raw.log,expected_results_v2\all_expected_v2_20260510_073624\program_outputs\0105_0131__s10_STAGE10_matrix_adv_tensor__uxm_tests_native_test13_status_div_zero__1517d0d659.program.txt,UXM_V33_STAGE10_matrix_adv_tensor_patch_package
106,UYUSMAZ,compact,5.4366,0,uxm\tests\all_expected_known\0132__s10_STAGE10_matrix_adv_tensor__uxm_tests_native_test14_branch_current_zero__475660ecab.uxm,uxm\tests\all_expected_known\0132__s10_STAGE10_matrix_adv_tensor__uxm_tests_native_test14_branch_current_zero__475660ecab.expect,0132__s10_STAGE10_matrix_adv_tensor__uxm_tests_native_test14_branch_current_zero__475660ecab,8,B,compact,expected_results_v2\all_expected_v2_20260510_073624\logs\0106_0132__s10_STAGE10_matrix_adv_tensor__uxm_tests_native_test14_branch_current_zero__475660ecab.raw.log,expected_results_v2\all_expected_v2_20260510_073624\program_outputs\0106_0132__s10_STAGE10_matrix_adv_tensor__uxm_tests_native_test14_branch_current_zero__475660ecab.program.txt,UXM_V33_STAGE10_matrix_adv_tensor_patch_package
107,UYUSMAZ,compact,6.0552,0,uxm\tests\all_expected_known\0133__s10_STAGE10_matrix_adv_tensor__uxm_tests_native_test15_branch_nonzero__264c6a7d20.uxm,uxm\tests\all_expected_known\0133__s10_STAGE10_matrix_adv_tensor__uxm_tests_native_test15_branch_nonzero__264c6a7d20.expect,0133__s10_STAGE10_matrix_adv_tensor__uxm_tests_native_test15_branch_nonzero__264c6a7d20,8,B,compact,expected_results_v2\all_expected_v2_20260510_073624\logs\0107_0133__s10_STAGE10_matrix_adv_tensor__uxm_tests_native_test15_branch_nonzero__264c6a7d20.raw.log,expected_results_v2\all_expected_v2_20260510_073624\program_outputs\0107_0133__s10_STAGE10_matrix_adv_tensor__uxm_tests_native_test15_branch_nonzero__264c6a7d20.program.txt,UXM_V33_STAGE10_matrix_adv_tensor_patch_package
147,UYUSMAZ,compact,4.3268,0,uxm\tests\all_expected_known\0178__s10_STAGE10_matrix_adv_tensor__uxm_tests_v33_test_v33_complex_basic__0344e7a13a.uxm,uxm\tests\all_expected_known\0178__s10_STAGE10_matrix_adv_tensor__uxm_tests_v33_test_v33_complex_basic__0344e7a13a.expect,0178__s10_STAGE10_matrix_adv_tensor__uxm_tests_v33_test_v33_complex_basic__0344e7a13a,400000060000005000000,400000060000002236068,compact,expected_results_v2\all_expected_v2_20260510_073624\logs\0147_0178__s10_STAGE10_matrix_adv_tensor__uxm_tests_v33_test_v33_complex_basic__0344e7a13a.raw.log,expected_results_v2\all_expected_v2_20260510_073624\program_outputs\0147_0178__s10_STAGE10_matrix_adv_tensor__uxm_tests_v33_test_v33_complex_basic__0344e7a13a.program.txt,UXM_V33_STAGE10_matrix_adv_tensor_patch_package
151,UYUSMAZ,compact,4.4226,0,uxm\tests\all_expected_known\0186__s10_STAGE10_matrix_adv_tensor__uxm_tests_v33_test_v33_matadv_inverse_identity__b905ef3b4a.uxm,uxm\tests\all_expected_known\0186__s10_STAGE10_matrix_adv_tensor__uxm_tests_v33_test_v33_matadv_inverse_identity__b905ef3b4a.expect,0186__s10_STAGE10_matrix_adv_tensor__uxm_tests_v33_test_v33_matadv_inverse_identity__b905ef3b4a,"[10][01]memorytape=64,stack=8,data=256,queue=4celldwordmodenormal",[10][01],compact,expected_results_v2\all_expected_v2_20260510_073624\logs\0151_0186__s10_STAGE10_matrix_adv_tensor__uxm_tests_v33_test_v33_matadv_inverse_identity__b905ef3b4a.raw.log,expected_results_v2\all_expected_v2_20260510_073624\program_outputs\0151_0186__s10_STAGE10_matrix_adv_tensor__uxm_tests_v33_test_v33_matadv_inverse_identity__b905ef3b4a.program.txt,UXM_V33_STAGE10_matrix_adv_tensor_patch_package
152,UYUSMAZ,compact,4.3275,0,uxm\tests\all_expected_known\0187__s10_STAGE10_matrix_adv_tensor__uxm_tests_v33_test_v33_numeric_poly_integral__dad9497505.uxm,uxm\tests\all_expected_known\0187__s10_STAGE10_matrix_adv_tensor__uxm_tests_v33_test_v33_numeric_poly_integral__dad9497505.expect,0187__s10_STAGE10_matrix_adv_tensor__uxm_tests_v33_test_v33_numeric_poly_integral__dad9497505,9000000andabout2660000/2666666dependingn/rounding,90000002680000,compact,expected_results_v2\all_expected_v2_20260510_073624\logs\0152_0187__s10_STAGE10_matrix_adv_tensor__uxm_tests_v33_test_v33_numeric_poly_integral__dad9497505.raw.log,expected_results_v2\all_expected_v2_20260510_073624\program_outputs\0152_0187__s10_STAGE10_matrix_adv_tensor__uxm_tests_v33_test_v33_numeric_poly_integral__dad9497505.program.txt,UXM_V33_STAGE10_matrix_adv_tensor_patch_package
153,UYUSMAZ,compact,4.0711,0,uxm\tests\all_expected_known\0188__s10_STAGE10_matrix_adv_tensor__uxm_tests_v33_test_v33_probability_random__0cedf8d236.uxm,uxm\tests\all_expected_known\0188__s10_STAGE10_matrix_adv_tensor__uxm_tests_v33_test_v33_probability_random__0cedf8d236.expect,0188__s10_STAGE10_matrix_adv_tensor__uxm_tests_v33_test_v33_probability_random__0cedf8d236,"deterministicrandomvalues,allcompile/runsuccess",77693921720350,compact,expected_results_v2\all_expected_v2_20260510_073624\logs\0153_0188__s10_STAGE10_matrix_adv_tensor__uxm_tests_v33_test_v33_probability_random__0cedf8d236.raw.log,expected_results_v2\all_expected_v2_20260510_073624\program_outputs\0153_0188__s10_STAGE10_matrix_adv_tensor__uxm_tests_v33_test_v33_probability_random__0cedf8d236.program.txt,UXM_V33_STAGE10_matrix_adv_tensor_patch_package
167,UYUSMAZ,compact,4.9346,0,uxm\tests\all_expected_known\0209__s11_STAGE11_tensor_advanced__uxm_tests_math_test_math04_expr_rpn_eval__2f2f641449.uxm,uxm\tests\all_expected_known\0209__s11_STAGE11_tensor_advanced__uxm_tests_math_test_math04_expr_rpn_eval__2f2f641449.expect,0209__s11_STAGE11_tensor_advanced__uxm_tests_math_test_math04_expr_rpn_eval__2f2f641449,12,0,compact,expected_results_v2\all_expected_v2_20260510_073624\logs\0167_0209__s11_STAGE11_tensor_advanced__uxm_tests_math_test_math04_expr_rpn_eval__2f2f641449.raw.log,expected_results_v2\all_expected_v2_20260510_073624\program_outputs\0167_0209__s11_STAGE11_tensor_advanced__uxm_tests_math_test_math04_expr_rpn_eval__2f2f641449.program.txt,UXM_V33_STAGE11_tensor_advanced_package
168,UYUSMAZ,compact,5.0987,0,uxm\tests\all_expected_known\0210__s11_STAGE11_tensor_advanced__uxm_tests_math_test_math05_num_deriv__191a99caff.uxm,uxm\tests\all_expected_known\0210__s11_STAGE11_tensor_advanced__uxm_tests_math_test_math05_num_deriv__191a99caff.expect,0210__s11_STAGE11_tensor_advanced__uxm_tests_math_test_math05_num_deriv__191a99caff,10,0,compact,expected_results_v2\all_expected_v2_20260510_073624\logs\0168_0210__s11_STAGE11_tensor_advanced__uxm_tests_math_test_math05_num_deriv__191a99caff.raw.log,expected_results_v2\all_expected_v2_20260510_073624\program_outputs\0168_0210__s11_STAGE11_tensor_advanced__uxm_tests_math_test_math05_num_deriv__191a99caff.program.txt,UXM_V33_STAGE11_tensor_advanced_package
169,UYUSMAZ,compact,4.6216,0,uxm\tests\all_expected_known\0211__s11_STAGE11_tensor_advanced__uxm_tests_math_test_math06_integral_trap__f9df1f263f.uxm,uxm\tests\all_expected_known\0211__s11_STAGE11_tensor_advanced__uxm_tests_math_test_math06_integral_trap__f9df1f263f.expect,0211__s11_STAGE11_tensor_advanced__uxm_tests_math_test_math06_integral_trap__f9df1f263f,50,0,compact,expected_results_v2\all_expected_v2_20260510_073624\logs\0169_0211__s11_STAGE11_tensor_advanced__uxm_tests_math_test_math06_integral_trap__f9df1f263f.raw.log,expected_results_v2\all_expected_v2_20260510_073624\program_outputs\0169_0211__s11_STAGE11_tensor_advanced__uxm_tests_math_test_math06_integral_trap__f9df1f263f.program.txt,UXM_V33_STAGE11_tensor_advanced_package
170,UYUSMAZ,compact,4.7077,0,uxm\tests\all_expected_known\0212__s11_STAGE11_tensor_advanced__uxm_tests_math_test_math07_integral_simpson__7adae488ba.uxm,uxm\tests\all_expected_known\0212__s11_STAGE11_tensor_advanced__uxm_tests_math_test_math07_integral_simpson__7adae488ba.expect,0212__s11_STAGE11_tensor_advanced__uxm_tests_math_test_math07_integral_simpson__7adae488ba,72,0,compact,expected_results_v2\all_expected_v2_20260510_073624\logs\0170_0212__s11_STAGE11_tensor_advanced__uxm_tests_math_test_math07_integral_simpson__7adae488ba.raw.log,expected_results_v2\all_expected_v2_20260510_073624\program_outputs\0170_0212__s11_STAGE11_tensor_advanced__uxm_tests_math_test_math07_integral_simpson__7adae488ba.program.txt,UXM_V33_STAGE11_tensor_advanced_package
171,UYUSMAZ,compact,4.608,0,uxm\tests\all_expected_known\0213__s11_STAGE11_tensor_advanced__uxm_tests_matrix_tmp_det_debug__0ea11514b5.uxm,uxm\tests\all_expected_known\0213__s11_STAGE11_tensor_advanced__uxm_tests_matrix_tmp_det_debug__0ea11514b5.expect,0213__s11_STAGE11_tensor_advanced__uxm_tests_matrix_tmp_det_debug__0ea11514b5,-2,[12][34]-2,compact,expected_results_v2\all_expected_v2_20260510_073624\logs\0171_0213__s11_STAGE11_tensor_advanced__uxm_tests_matrix_tmp_det_debug__0ea11514b5.raw.log,expected_results_v2\all_expected_v2_20260510_073624\program_outputs\0171_0213__s11_STAGE11_tensor_advanced__uxm_tests_matrix_tmp_det_debug__0ea11514b5.program.txt,UXM_V33_STAGE11_tensor_advanced_package
183,UYUSMAZ,compact,4.3307,0,uxm\tests\all_expected_known\0230__s11_STAGE11_tensor_advanced__uxm_tests_native_test13_status_div_zero__1517d0d659.uxm,uxm\tests\all_expected_known\0230__s11_STAGE11_tensor_advanced__uxm_tests_native_test13_status_div_zero__1517d0d659.expect,0230__s11_STAGE11_tensor_advanced__uxm_tests_native_test13_status_div_zero__1517d0d659,15,0,compact,expected_results_v2\all_expected_v2_20260510_073624\logs\0183_0230__s11_STAGE11_tensor_advanced__uxm_tests_native_test13_status_div_zero__1517d0d659.raw.log,expected_results_v2\all_expected_v2_20260510_073624\program_outputs\0183_0230__s11_STAGE11_tensor_advanced__uxm_tests_native_test13_status_div_zero__1517d0d659.program.txt,UXM_V33_STAGE11_tensor_advanced_package
184,UYUSMAZ,compact,4.4492,0,uxm\tests\all_expected_known\0231__s11_STAGE11_tensor_advanced__uxm_tests_native_test14_branch_current_zero__475660ecab.uxm,uxm\tests\all_expected_known\0231__s11_STAGE11_tensor_advanced__uxm_tests_native_test14_branch_current_zero__475660ecab.expect,0231__s11_STAGE11_tensor_advanced__uxm_tests_native_test14_branch_current_zero__475660ecab,8,B,compact,expected_results_v2\all_expected_v2_20260510_073624\logs\0184_0231__s11_STAGE11_tensor_advanced__uxm_tests_native_test14_branch_current_zero__475660ecab.raw.log,expected_results_v2\all_expected_v2_20260510_073624\program_outputs\0184_0231__s11_STAGE11_tensor_advanced__uxm_tests_native_test14_branch_current_zero__475660ecab.program.txt,UXM_V33_STAGE11_tensor_advanced_package
185,UYUSMAZ,compact,4.2626,0,uxm\tests\all_expected_known\0232__s11_STAGE11_tensor_advanced__uxm_tests_native_test15_branch_nonzero__264c6a7d20.uxm,uxm\tests\all_expected_known\0232__s11_STAGE11_tensor_advanced__uxm_tests_native_test15_branch_nonzero__264c6a7d20.expect,0232__s11_STAGE11_tensor_advanced__uxm_tests_native_test15_branch_nonzero__264c6a7d20,8,B,compact,expected_results_v2\all_expected_v2_20260510_073624\logs\0185_0232__s11_STAGE11_tensor_advanced__uxm_tests_native_test15_branch_nonzero__264c6a7d20.raw.log,expected_results_v2\all_expected_v2_20260510_073624\program_outputs\0185_0232__s11_STAGE11_tensor_advanced__uxm_tests_native_test15_branch_nonzero__264c6a7d20.program.txt,UXM_V33_STAGE11_tensor_advanced_package
225,UYUSMAZ,compact,5.7596,0,uxm\tests\all_expected_known\0277__s11_STAGE11_tensor_advanced__uxm_tests_v33_test_v33_complex_basic__0344e7a13a.uxm,uxm\tests\all_expected_known\0277__s11_STAGE11_tensor_advanced__uxm_tests_v33_test_v33_complex_basic__0344e7a13a.expect,0277__s11_STAGE11_tensor_advanced__uxm_tests_v33_test_v33_complex_basic__0344e7a13a,400000060000005000000,400000060000002236068,compact,expected_results_v2\all_expected_v2_20260510_073624\logs\0225_0277__s11_STAGE11_tensor_advanced__uxm_tests_v33_test_v33_complex_basic__0344e7a13a.raw.log,expected_results_v2\all_expected_v2_20260510_073624\program_outputs\0225_0277__s11_STAGE11_tensor_advanced__uxm_tests_v33_test_v33_complex_basic__0344e7a13a.program.txt,UXM_V33_STAGE11_tensor_advanced_package
